loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
10300,7.516,51300,0.415204678,4,1,21300,0
18200,10.849,82700,0.637243047,11,2,52700,0
11500,8.022,56100,0.465240642,5,1,26100,0
7700,6.383,40700,0.262899263,2,0,10700,0
9900,7.34,49700,0.39637827,4,0,19700,0
10400,7.554,51700,0.419729207,4,1,21700,0
10200,7.457,50800,0.409448819,4,1,20800,0
9800,7.31,49400,0.392712551,4,0,19400,0
10600,7.619,52300,0.426386233,5,1,22300,0
8800,6.886,45400,0.339207048,3,0,15400,0
8900,6.928,45800,0.344978166,3,0,15800,0
8200,6.59,42600,0.295774648,2,0,12600,0
9600,7.202,48400,0.380165289,4,0,18400,0
9000,6.937,45900,0.346405229,3,0,15900,0
8900,6.891,45400,0.339207048,3,0,15400,0
10000,7.374,50000,0.4,4,0,20000,0
10000,7.383,50100,0.401197605,4,1,20100,0
11200,7.878,54700,0.451553931,5,1,24700,0
8500,6.734,44000,0.318181818,3,0,14000,0
8700,6.843,45000,0.333333333,3,0,15000,0
9700,7.24,48700,0.383983573,4,0,18700,0
8300,6.652,43200,0.305555556,2,0,13200,0
10200,7.48,51000,0.411764706,4,1,21000,0
10100,7.408,50300,0.403578529,4,1,20300,0
8300,6.636,43000,0.302325581,2,0,13000,0
10900,7.745,53500,0.439252336,5,1,23500,0
8200,6.599,42700,0.297423888,2,0,12700,0
9600,7.212,48500,0.381443299,4,0,18500,0
9600,7.209,48400,0.380165289,4,0,18400,0
9000,6.971,46200,0.350649351,3,0,16200,0
10800,7.735,53400,0.438202247,5,1,23400,0
8800,6.871,45300,0.337748344,3,0,15300,0
7200,6.176,38700,0.224806202,1,0,8700,0
8900,6.915,45700,0.343544858,3,0,15700,0
9700,7.234,48700,0.383983573,4,0,18700,0
18400,10.927,83400,0.64028777,12,2,53400,0
10600,7.634,52400,0.427480916,5,1,22400,0
9200,7.023,46700,0.357601713,3,0,16700,0
10700,7.68,52900,0.43289225,5,1,22900,0
9700,7.256,48900,0.386503067,4,0,18900,0
10000,7.376,50000,0.4,4,1,20000,0
9700,7.239,48700,0.383983573,4,0,18700,0
9200,7.027,46700,0.357601713,3,0,16700,0
11300,7.931,55200,0.456521739,5,1,25200,0
10600,7.645,52500,0.428571429,5,1,22500,0
9700,7.25,48800,0.385245902,4,0,18800,0
9000,6.934,45800,0.344978166,3,0,15800,0
8900,6.902,45500,0.340659341,3,0,15500,0
10400,7.542,51600,0.418604651,4,1,21600,0
9500,7.17,48100,0.376299376,4,0,18100,0
10500,7.57,51800,0.420849421,4,1,21800,0
10400,7.551,51700,0.419729207,4,1,21700,0
8900,6.888,45400,0.339207048,3,0,15400,0
9000,6.962,46100,0.349240781,3,0,16100,0
6100,5.723,34500,0.130434783,1,0,4500,0
9100,7,46500,0.35483871,3,0,16500,0
8600,6.792,44500,0.325842697,3,0,14500,0
9500,7.177,48100,0.376299376,4,0,18100,0
7000,6.101,38000,0.210526316,1,0,8000,0
8500,6.741,44000,0.318181818,3,0,14000,0
7600,6.36,40500,0.259259259,2,0,10500,0
9000,6.955,46000,0.347826087,3,0,16000,0
7400,6.278,39700,0.244332494,2,0,9700,0
10900,7.738,53400,0.438202247,5,1,23400,0
10300,7.486,51000,0.411764706,4,1,21000,0
9100,7.008,46600,0.356223176,3,0,16600,0
8800,6.886,45400,0.339207048,3,0,15400,0
8600,6.78,44400,0.324324324,3,0,14400,0
8200,6.598,42700,0.297423888,2,0,12700,0
8300,6.642,43100,0.303944316,2,0,13100,0
10300,7.496,51100,0.412915851,4,1,21100,0
9200,7.047,46900,0.360341151,3,0,16900,0
10900,7.745,53500,0.439252336,5,1,23500,0
9400,7.132,47700,0.371069182,3,0,17700,0
9500,7.146,47800,0.372384937,4,0,17800,0
10600,7.634,52400,0.427480916,5,1,22400,0
10300,7.489,51100,0.412915851,4,1,21100,0
7900,6.476,41500,0.277108434,2,0,11500,0
9200,7.05,46900,0.360341151,3,0,16900,0
8500,6.721,43800,0.315068493,3,0,13800,0
10500,7.6,52100,0.424184261,4,1,22100,0
7600,6.37,40500,0.259259259,2,0,10500,0
9300,7.085,47300,0.365750529,3,0,17300,0
8900,6.893,45500,0.340659341,3,0,15500,0
9300,7.077,47200,0.36440678,3,0,17200,0
9400,7.125,47600,0.369747899,3,0,17600,0
7900,6.466,41400,0.275362319,2,0,11400,0
8100,6.582,42500,0.294117647,2,0,12500,0
8800,6.878,45300,0.337748344,3,0,15300,0
8400,6.701,43700,0.313501144,3,0,13700,0
8700,6.836,44900,0.331848552,3,0,14900,0
9200,7.015,46600,0.356223176,3,0,16600,0
7500,6.311,40000,0.25,2,0,10000,0
9300,7.083,47300,0.365750529,3,0,17300,0
9800,7.293,49200,0.390243902,4,0,19200,0
8800,6.886,45400,0.339207048,3,0,15400,0
8100,6.574,42500,0.294117647,2,0,12500,0
8700,6.826,44800,0.330357143,3,0,14800,0
7200,6.197,38900,0.228791774,2,0,8900,0
9200,7.025,46700,0.357601713,3,0,16700,0
8600,6.771,44300,0.322799097,3,0,14300,0
10600,7.621,52300,0.426386233,5,1,22300,0
9700,7.238,48700,0.383983573,4,0,18700,0
8500,6.756,44200,0.321266968,3,0,14200,0
9200,7.016,46600,0.356223176,3,0,16600,0
7800,6.436,41200,0.27184466,2,0,11200,0
7800,6.438,41200,0.27184466,2,0,11200,0
9900,7.33,49600,0.39516129,4,0,19600,0
7400,6.269,39600,0.242424242,2,0,9600,0
8600,6.792,44500,0.325842697,3,0,14500,0
9700,7.24,48700,0.383983573,4,0,18700,0
11500,7.997,55900,0.46332737,5,1,25900,0
10300,7.485,51000,0.411764706,4,1,21000,0
9200,7.048,46900,0.360341151,3,0,16900,0
9800,7.3,49300,0.39148073,4,0,19300,0
6900,6.049,37500,0.2,1,0,7500,0
8700,6.802,44600,0.32735426,3,0,14600,0
10200,7.442,50600,0.407114625,4,1,20600,0
11700,8.093,56800,0.471830986,6,1,26800,0
8600,6.783,44400,0.324324324,3,0,14400,0
9600,7.191,48300,0.378881988,4,0,18300,0
9000,6.937,45900,0.346405229,3,0,15900,0
7200,6.174,38700,0.224806202,1,0,8700,0
10100,7.42,50400,0.404761905,4,1,20400,0
9100,6.972,46200,0.350649351,3,0,16200,0
10200,7.466,50900,0.410609037,4,1,20900,0
7900,6.472,41500,0.277108434,2,0,11500,0
8900,6.923,45700,0.343544858,3,0,15700,0
11300,7.924,55200,0.456521739,5,1,25200,0
9400,7.14,47800,0.372384937,4,0,17800,0
9500,7.171,48100,0.376299376,4,0,18100,0
8900,6.921,45700,0.343544858,3,0,15700,0
9700,7.252,48800,0.385245902,4,0,18800,0
10400,7.549,51600,0.418604651,4,1,21600,0
8300,6.671,43400,0.30875576,3,0,13400,0
8400,6.684,43500,0.310344828,3,0,13500,0
11900,8.197,57700,0.480069324,6,1,27700,0
10000,7.362,49900,0.398797595,4,0,19900,0
8900,6.918,45700,0.343544858,3,0,15700,0
10400,7.536,51500,0.417475728,4,1,21500,0
8800,6.875,45300,0.337748344,3,0,15300,0
8500,6.721,43800,0.315068493,3,0,13800,0
8500,6.723,43900,0.316628702,3,0,13900,0
7600,6.336,40200,0.253731343,2,0,10200,0
8200,6.602,42700,0.297423888,2,0,12700,0
9900,7.329,49600,0.39516129,4,0,19600,0
8400,6.712,43800,0.315068493,3,0,13800,0
11000,7.786,53900,0.443413729,5,1,23900,0
8900,6.888,45400,0.339207048,3,0,15400,0
9500,7.142,47800,0.372384937,4,0,17800,0
9000,6.969,46200,0.350649351,3,0,16200,0
8600,6.799,44600,0.32735426,3,0,14600,0
7900,6.48,41600,0.278846154,2,0,11600,0
9900,7.334,49600,0.39516129,4,0,19600,0
10100,7.43,50500,0.405940594,4,1,20500,0
9400,7.132,47700,0.371069182,3,0,17700,0
10700,7.654,52600,0.429657795,5,1,22600,0
9100,6.998,46500,0.35483871,3,0,16500,0
11900,8.18,57600,0.479166667,6,1,27600,0
10600,7.617,52300,0.426386233,5,1,22300,0
10200,7.468,50900,0.410609037,4,1,20900,0
9300,7.077,47200,0.36440678,3,0,17200,0
9300,7.081,47200,0.36440678,3,0,17200,0
9300,7.059,47000,0.361702128,3,0,17000,0
10400,7.561,51700,0.419729207,4,1,21700,0
6500,5.895,36100,0.168975069,1,0,6100,0
11200,7.891,54900,0.453551913,5,1,24900,0
10600,7.616,52300,0.426386233,5,1,22300,0
9800,7.302,49300,0.39148073,4,0,19300,0
10200,7.475,50900,0.410609037,4,1,20900,0
9400,7.101,47400,0.367088608,3,0,17400,0
9800,7.31,49400,0.392712551,4,0,19400,0
10100,7.4,50200,0.402390438,4,1,20200,0
8700,6.827,44800,0.330357143,3,0,14800,0
9800,7.274,49000,0.387755102,4,0,19000,0
9800,7.294,49200,0.390243902,4,0,19200,0
10200,7.445,50700,0.408284024,4,1,20700,0
10700,7.685,52900,0.43289225,5,1,22900,0
10200,7.449,50700,0.408284024,4,1,20700,0
12500,8.437,60000,0.5,6,1,30000,0
7500,6.311,40000,0.25,2,0,10000,0
10400,7.559,51700,0.419729207,4,1,21700,0
10500,7.599,52100,0.424184261,4,1,22100,0
8900,6.92,45700,0.343544858,3,0,15700,0
8500,6.736,44000,0.318181818,3,0,14000,0
7200,6.166,38600,0.222797927,1,0,8600,0
8800,6.854,45100,0.33481153,3,0,15100,0
11200,7.904,55000,0.454545455,5,1,25000,0
9400,7.114,47500,0.368421053,3,0,17500,0
12100,8.282,58500,0.487179487,6,1,28500,0
10100,7.407,50300,0.403578529,4,1,20300,0
8300,6.644,43100,0.303944316,2,0,13100,0
9300,7.082,47200,0.36440678,3,0,17200,0
8200,6.622,42900,0.300699301,2,0,12900,0
10200,7.459,50800,0.409448819,4,1,20800,0
8600,6.785,44500,0.325842697,3,0,14500,0
6600,5.948,36600,0.180327869,1,0,6600,0
10400,7.534,51500,0.417475728,4,1,21500,0
8400,6.695,43600,0.311926606,3,0,13600,0
7800,6.443,41200,0.27184466,2,0,11200,0
11000,7.784,53800,0.442379182,5,1,23800,0
9200,7.032,46800,0.358974359,3,0,16800,0
9000,6.943,45900,0.346405229,3,0,15900,0
10900,7.749,53500,0.439252336,5,1,23500,0
11500,7.996,55800,0.462365591,5,1,25800,0
9800,7.275,49100,0.389002037,4,0,19100,0
7800,6.446,41300,0.273607748,2,0,11300,0
8000,6.521,42000,0.285714286,2,0,12000,0
8700,6.82,44800,0.330357143,3,0,14800,0
9300,7.072,47100,0.363057325,3,0,17100,0
9600,7.225,48600,0.382716049,4,0,18600,0
8000,6.51,41900,0.284009547,2,0,11900,0
9500,7.148,47900,0.373695198,4,0,17900,0
8700,6.821,44800,0.330357143,3,0,14800,0
9900,7.335,49600,0.39516129,4,0,19600,0
8800,6.872,45300,0.337748344,3,0,15300,0
8900,6.907,45600,0.342105263,3,0,15600,0
10800,7.73,53300,0.437148218,5,1,23300,0
11900,8.194,57700,0.480069324,6,1,27700,0
9400,7.104,47400,0.367088608,3,0,17400,0
7400,6.249,39400,0.23857868,2,0,9400,0
12000,8.236,58100,0.483648881,6,1,28100,0
9400,7.11,47500,0.368421053,3,0,17500,0
7800,6.453,41300,0.273607748,2,0,11300,0
11000,7.801,54000,0.444444444,5,1,24000,0
7800,6.434,41100,0.270072993,2,0,11100,0
8200,6.599,42700,0.297423888,2,0,12700,0
7400,6.266,39600,0.242424242,2,0,9600,0
10800,7.73,53300,0.437148218,5,1,23300,0
11500,8.011,56000,0.464285714,5,1,26000,0
10000,7.375,50000,0.4,4,0,20000,0
10600,7.642,52500,0.428571429,5,1,22500,0
8600,6.781,44400,0.324324324,3,0,14400,0
8700,6.838,44900,0.331848552,3,0,14900,0
11200,7.892,54900,0.453551913,5,1,24900,0
11200,7.874,54700,0.451553931,5,1,24700,0
9900,7.313,49400,0.392712551,4,0,19400,0
10800,7.714,53200,0.436090226,5,1,23200,0
8900,6.918,45700,0.343544858,3,0,15700,0
11300,7.929,55200,0.456521739,5,1,25200,0
7600,6.34,40300,0.255583127,2,0,10300,0
10000,7.371,50000,0.4,4,0,20000,0
9000,6.938,45900,0.346405229,3,0,15900,0
10800,7.702,53100,0.435028249,5,1,23100,0
8600,6.78,44400,0.324324324,3,0,14400,0
7800,6.427,41100,0.270072993,2,0,11100,0
8300,6.659,43300,0.307159353,2,0,13300,0
8500,6.721,43800,0.315068493,3,0,13800,0
11400,7.963,55500,0.459459459,5,1,25500,0
8800,6.859,45100,0.33481153,3,0,15100,0
9600,7.193,48300,0.378881988,4,0,18300,0
10200,7.462,50800,0.409448819,4,1,20800,0
9800,7.298,49300,0.39148073,4,0,19300,0
12600,8.483,60400,0.503311258,6,1,30400,0
7500,6.297,39900,0.248120301,2,0,9900,0
8900,6.909,45600,0.342105263,3,0,15600,0
8600,6.782,44400,0.324324324,3,0,14400,0
9700,7.244,48800,0.385245902,4,0,18800,0
11700,8.091,56700,0.470899471,6,1,26700,0
8800,6.857,45100,0.33481153,3,0,15100,0
9200,7.03,46800,0.358974359,3,0,16800,0
11600,8.034,56200,0.466192171,5,1,26200,0
8700,6.808,44700,0.32885906,3,0,14700,0
10200,7.454,50700,0.408284024,4,1,20700,0
9400,7.12,47600,0.369747899,3,0,17600,0
6800,6.009,37100,0.191374663,1,0,7100,0
9600,7.212,48500,0.381443299,4,0,18500,0
8100,6.562,42300,0.290780142,2,0,12300,0
9200,7.018,46600,0.356223176,3,0,16600,0
9200,7.024,46700,0.357601713,3,0,16700,0
10500,7.584,52000,0.423076923,4,1,22000,0
9400,7.133,47700,0.371069182,3,0,17700,0
9200,7.051,46900,0.360341151,3,0,16900,0
9700,7.232,48700,0.383983573,4,0,18700,0
8900,6.911,45600,0.342105263,3,0,15600,0
10500,7.57,51800,0.420849421,4,1,21800,0
10700,7.661,52700,0.430740038,5,1,22700,0
7300,6.235,39300,0.236641221,2,0,9300,0
10300,7.504,51200,0.4140625,4,1,21200,0
9100,7,46500,0.35483871,3,0,16500,0
10500,7.575,51900,0.421965318,4,1,21900,0
9700,7.248,48800,0.385245902,4,0,18800,0
9500,7.156,47900,0.373695198,4,0,17900,0
8600,6.775,44400,0.324324324,3,0,14400,0
10800,7.703,53100,0.435028249,5,1,23100,0
9300,7.075,47200,0.36440678,3,0,17200,0
8100,6.575,42500,0.294117647,2,0,12500,0
8600,6.791,44500,0.325842697,3,0,14500,0
8500,6.752,44100,0.319727891,3,0,14100,0
9600,7.221,48600,0.382716049,4,0,18600,0
10900,7.779,53800,0.442379182,5,1,23800,0
10400,7.56,51700,0.419729207,4,1,21700,0
10100,7.401,50200,0.402390438,4,1,20200,0
9300,7.085,47300,0.365750529,3,0,17300,0
10600,7.633,52400,0.427480916,5,1,22400,0
9500,7.177,48100,0.376299376,4,0,18100,0
12000,8.215,57900,0.481865285,6,1,27900,0
10400,7.544,51600,0.418604651,4,1,21600,0
9300,7.084,47300,0.365750529,3,0,17300,0
20800,11.98,93300,0.678456592,14,3,63300,0
9000,6.931,45800,0.344978166,3,0,15800,0
8100,6.565,42400,0.29245283,2,0,12400,0
11600,8.063,56500,0.469026549,5,1,26500,0
11100,7.842,54400,0.448529412,5,1,24400,0
10800,7.694,53000,0.433962264,5,1,23000,0
7600,6.365,40500,0.259259259,2,0,10500,0
9000,6.965,46100,0.349240781,3,0,16100,0
10700,7.658,52700,0.430740038,5,1,22700,0
10100,7.41,50300,0.403578529,4,1,20300,0
10200,7.465,50800,0.409448819,4,1,20800,0
9400,7.111,47500,0.368421053,3,0,17500,0
9000,6.93,45800,0.344978166,3,0,15800,0
8700,6.826,44800,0.330357143,3,0,14800,0
8500,6.732,43900,0.316628702,3,0,13900,0
7600,6.365,40500,0.259259259,2,0,10500,0
9100,7.001,46500,0.35483871,3,0,16500,0
6600,5.933,36400,0.175824176,1,0,6400,0
10000,7.373,50000,0.4,4,0,20000,0
10100,7.433,50500,0.405940594,4,1,20500,0
9200,7.034,46800,0.358974359,3,0,16800,0
10100,7.399,50200,0.402390438,4,1,20200,0
9700,7.238,48700,0.383983573,4,0,18700,0
9700,7.257,48900,0.386503067,4,0,18900,0
10900,7.771,53700,0.441340782,5,1,23700,0
7200,6.174,38700,0.224806202,1,0,8700,0
10700,7.665,52700,0.430740038,5,1,22700,0
7800,6.45,41300,0.273607748,2,0,11300,0
9300,7.086,47300,0.365750529,3,0,17300,0
8300,6.634,43000,0.302325581,2,0,13000,0
8800,6.847,45000,0.333333333,3,0,15000,0
10900,7.773,53700,0.441340782,5,1,23700,0
9600,7.2,48400,0.380165289,4,0,18400,0
7100,6.149,38500,0.220779221,1,0,8500,0
10700,7.677,52800,0.431818182,5,1,22800,0
7900,6.482,41600,0.278846154,2,0,11600,0
8800,6.885,45400,0.339207048,3,0,15400,0
8200,6.619,42900,0.300699301,2,0,12900,0
11000,7.78,53800,0.442379182,5,1,23800,0
8600,6.783,44400,0.324324324,3,0,14400,0
11800,8.129,57100,0.474605954,6,1,27100,0
10300,7.482,51000,0.411764706,4,1,21000,0
6500,5.899,36100,0.168975069,1,0,6100,0
9400,7.114,47500,0.368421053,3,0,17500,0
10300,7.499,51200,0.4140625,4,1,21200,0
9500,7.145,47800,0.372384937,4,0,17800,0
8700,6.84,45000,0.333333333,3,0,15000,0
10900,7.758,53600,0.440298507,5,1,23600,0
10200,7.468,50900,0.410609037,4,1,20900,0
11300,7.908,55000,0.454545455,5,1,25000,0
8900,6.919,45700,0.343544858,3,0,15700,0
9700,7.241,48700,0.383983573,4,0,18700,0
10700,7.691,53000,0.433962264,5,1,23000,0
8900,6.9,45500,0.340659341,3,0,15500,0
10500,7.604,52200,0.425287356,4,1,22200,0
6900,6.042,37500,0.2,1,0,7500,0
9900,7.341,49700,0.39637827,4,0,19700,0
9400,7.108,47500,0.368421053,3,0,17500,0
8600,6.761,44200,0.321266968,3,0,14200,0
8000,6.512,41900,0.284009547,2,0,11900,0
9500,7.169,48100,0.376299376,4,0,18100,0
9600,7.199,48300,0.378881988,4,0,18300,0
7700,6.41,40900,0.266503667,2,0,10900,0
9900,7.311,49400,0.392712551,4,0,19400,0
7700,6.398,40800,0.264705882,2,0,10800,0
8800,6.854,45100,0.33481153,3,0,15100,0
11100,7.822,54200,0.446494465,5,1,24200,0
11600,8.051,56400,0.468085106,5,1,26400,0
11400,7.958,55500,0.459459459,5,1,25500,0
6500,5.908,36200,0.171270718,1,0,6200,0
6000,5.672,34000,0.117647059,0,0,4000,0
10600,7.61,52200,0.425287356,4,1,22200,0
9700,7.26,48900,0.386503067,4,0,18900,0
9700,7.261,48900,0.386503067,4,0,18900,0
11700,8.089,56700,0.470899471,6,1,26700,0
10600,7.632,52400,0.427480916,5,1,22400,0
10300,7.486,51000,0.411764706,4,1,21000,0
11300,7.927,55200,0.456521739,5,1,25200,0
8100,6.557,42300,0.290780142,2,0,12300,0
9100,7.005,46500,0.35483871,3,0,16500,0
11700,8.106,56900,0.472759227,6,1,26900,0
9400,7.103,47400,0.367088608,3,0,17400,0
7500,6.3,39900,0.248120301,2,0,9900,0
9800,7.275,49100,0.389002037,4,0,19100,0
10100,7.413,50400,0.404761905,4,1,20400,0
10800,7.701,53100,0.435028249,5,1,23100,0
9300,7.085,47300,0.365750529,3,0,17300,0
8900,6.921,45700,0.343544858,3,0,15700,0
8900,6.921,45700,0.343544858,3,0,15700,0
8100,6.574,42500,0.294117647,2,0,12500,0
11700,8.102,56800,0.471830986,6,1,26800,0
9800,7.27,49000,0.387755102,4,0,19000,0
9700,7.235,48700,0.383983573,4,0,18700,0
11400,7.959,55500,0.459459459,5,1,25500,0
8400,6.688,43500,0.310344828,3,0,13500,0
9000,6.96,46100,0.349240781,3,0,16100,0
10100,7.414,50400,0.404761905,4,1,20400,0
9000,6.967,46200,0.350649351,3,0,16200,0
9000,6.957,46100,0.349240781,3,0,16100,0
9200,7.051,46900,0.360341151,3,0,16900,0
9000,6.941,45900,0.346405229,3,0,15900,0
9400,7.14,47800,0.372384937,4,0,17800,0
9400,7.122,47600,0.369747899,3,0,17600,0
10700,7.672,52800,0.431818182,5,1,22800,0
11500,8.005,55900,0.46332737,5,1,25900,0
7200,6.169,38700,0.224806202,1,0,8700,0
12000,8.243,58200,0.484536082,6,1,28200,0
11000,7.797,54000,0.444444444,5,1,24000,0
9500,7.184,48200,0.377593361,4,0,18200,0
8900,6.906,45600,0.342105263,3,0,15600,0
8000,6.53,42100,0.287410926,2,0,12100,0
10400,7.528,51400,0.416342412,4,1,21400,0
9000,6.931,45800,0.344978166,3,0,15800,0
9600,7.195,48300,0.378881988,4,0,18300,0
7700,6.382,40700,0.262899263,2,0,10700,0
9000,6.937,45900,0.346405229,3,0,15900,0
10200,7.476,51000,0.411764706,4,1,21000,0
10800,7.696,53000,0.433962264,5,1,23000,0
9000,6.943,45900,0.346405229,3,0,15900,0
7400,6.257,39500,0.240506329,2,0,9500,0
9900,7.316,49400,0.392712551,4,0,19400,0
9100,6.986,46300,0.352051836,3,0,16300,0
9400,7.108,47500,0.368421053,3,0,17500,0
10600,7.613,52200,0.425287356,5,1,22200,0
8900,6.924,45800,0.344978166,3,0,15800,0
11100,7.835,54300,0.447513812,5,1,24300,0
8800,6.884,45400,0.339207048,3,0,15400,0
9100,7.004,46500,0.35483871,3,0,16500,0
9600,7.213,48500,0.381443299,4,0,18500,0
8300,6.644,43100,0.303944316,2,0,13100,0
9000,6.953,46000,0.347826087,3,0,16000,0
8200,6.59,42600,0.295774648,2,0,12600,0
8800,6.886,45400,0.339207048,3,0,15400,0
10800,7.726,53300,0.437148218,5,1,23300,0
10400,7.532,51500,0.417475728,4,1,21500,0
8300,6.671,43400,0.30875576,3,0,13400,0
11100,7.849,54500,0.449541284,5,1,24500,0
9400,7.12,47600,0.369747899,3,0,17600,0
8000,6.522,42000,0.285714286,2,0,12000,0
10100,7.431,50500,0.405940594,4,1,20500,0
11300,7.915,55100,0.45553539,5,1,25100,0
10900,7.77,53700,0.441340782,5,1,23700,0
7900,6.492,41700,0.28057554,2,0,11700,0
9400,7.13,47700,0.371069182,3,0,17700,0
9800,7.27,49000,0.387755102,4,0,19000,0
8800,6.851,45100,0.33481153,3,0,15100,0
7200,6.187,38800,0.226804124,1,0,8800,0
9800,7.272,49000,0.387755102,4,0,19000,0
11000,7.789,53900,0.443413729,5,1,23900,0
10700,7.687,52900,0.43289225,5,1,22900,0
7300,6.239,39300,0.236641221,2,0,9300,0
9700,7.267,49000,0.387755102,4,0,19000,0
11500,7.992,55800,0.462365591,5,1,25800,0
9000,6.959,46100,0.349240781,3,0,16100,0
8500,6.757,44200,0.321266968,3,0,14200,0
9500,7.145,47800,0.372384937,4,0,17800,0
8100,6.565,42400,0.29245283,2,0,12400,0
8500,6.722,43900,0.316628702,3,0,13900,0
10100,7.403,50300,0.403578529,4,1,20300,0
11700,8.095,56800,0.471830986,6,1,26800,0
9900,7.316,49400,0.392712551,4,0,19400,0
9000,6.932,45800,0.344978166,3,0,15800,0
11800,8.146,57300,0.476439791,6,1,27300,0
10500,7.599,52100,0.424184261,4,1,22100,0
9300,7.068,47100,0.363057325,3,0,17100,0
9300,7.062,47100,0.363057325,3,0,17100,0
8600,6.794,44500,0.325842697,3,0,14500,0
9700,7.253,48800,0.385245902,4,0,18800,0
8400,6.71,43700,0.313501144,3,0,13700,0
13900,9.04,65700,0.543378995,8,1,35700,0
8300,6.643,43100,0.303944316,2,0,13100,0
10700,7.691,53000,0.433962264,5,1,23000,0
8900,6.902,45500,0.340659341,3,0,15500,0
10100,7.424,50500,0.405940594,4,1,20500,0
9300,7.064,47100,0.363057325,3,0,17100,0
10700,7.678,52900,0.43289225,5,1,22900,0
9000,6.932,45800,0.344978166,3,0,15800,0
10400,7.564,51800,0.420849421,4,1,21800,0
8500,6.757,44200,0.321266968,3,0,14200,0
9000,6.942,45900,0.346405229,3,0,15900,0
8800,6.87,45200,0.336283186,3,0,15200,0
10000,7.362,49900,0.398797595,4,0,19900,0
11500,8.018,56100,0.465240642,5,1,26100,0
8700,6.81,44700,0.32885906,3,0,14700,0
7900,6.485,41600,0.278846154,2,0,11600,0
9000,6.933,45800,0.344978166,3,0,15800,0
7400,6.271,39600,0.242424242,2,0,9600,0
8800,6.845,45000,0.333333333,3,0,15000,0
8600,6.8,44600,0.32735426,3,0,14600,0
9300,7.088,47300,0.365750529,3,0,17300,0
7300,6.239,39300,0.236641221,2,0,9300,0
10800,7.699,53100,0.435028249,5,1,23100,0
9500,7.148,47900,0.373695198,4,0,17900,0
8700,6.839,45000,0.333333333,3,0,15000,0
8700,6.831,44900,0.331848552,3,0,14900,0
11000,7.781,53800,0.442379182,5,1,23800,0
9400,7.125,47600,0.369747899,3,0,17600,0
9500,7.161,48000,0.375,4,0,18000,0
11800,8.129,57100,0.474605954,6,1,27100,0
10300,7.518,51300,0.415204678,4,1,21300,0
9500,7.143,47800,0.372384937,4,0,17800,0
12300,8.332,59000,0.491525424,6,1,29000,0
10700,7.66,52700,0.430740038,5,1,22700,0
10200,7.474,50900,0.410609037,4,1,20900,0
8200,6.617,42900,0.300699301,2,0,12900,0
10200,7.475,50900,0.410609037,4,1,20900,0
8800,6.875,45300,0.337748344,3,0,15300,0
10100,7.428,50500,0.405940594,4,1,20500,0
10500,7.588,52000,0.423076923,4,1,22000,0
9100,6.98,46300,0.352051836,3,0,16300,0
8100,6.555,42300,0.290780142,2,0,12300,0
8100,6.582,42500,0.294117647,2,0,12500,0
8200,6.613,42800,0.299065421,2,0,12800,0
9900,7.321,49500,0.393939394,4,0,19500,0
9400,7.134,47700,0.371069182,3,0,17700,0
10500,7.588,52000,0.423076923,4,1,22000,0
7300,6.221,39100,0.232736573,2,0,9100,0
7500,6.326,40100,0.251870324,2,0,10100,0
10200,7.445,50700,0.408284024,4,1,20700,0
8100,6.547,42200,0.289099526,2,0,12200,0
9100,7.007,46500,0.35483871,3,0,16500,0
8500,6.729,43900,0.316628702,3,0,13900,0
8800,6.866,45200,0.336283186,3,0,15200,0
9400,7.114,47500,0.368421053,3,0,17500,0
8800,6.886,45400,0.339207048,3,0,15400,0
8200,6.596,42700,0.297423888,2,0,12700,0
9700,7.249,48800,0.385245902,4,0,18800,0
11100,7.823,54200,0.446494465,5,1,24200,0
12200,8.308,58800,0.489795918,6,1,28800,0
10800,7.711,53200,0.436090226,5,1,23200,0
9700,7.248,48800,0.385245902,4,0,18800,0
6500,5.89,36000,0.166666667,1,0,6000,0
9000,6.954,46000,0.347826087,3,0,16000,0
8400,6.686,43500,0.310344828,3,0,13500,0
10400,7.558,51700,0.419729207,4,1,21700,0
8300,6.667,43300,0.307159353,3,0,13300,0
10400,7.55,51600,0.418604651,4,1,21600,0
11700,8.085,56700,0.470899471,6,1,26700,0
9400,7.126,47700,0.371069182,3,0,17700,0
9900,7.317,49500,0.393939394,4,0,19500,0
9000,6.941,45900,0.346405229,3,0,15900,0
9500,7.174,48100,0.376299376,4,0,18100,0
8100,6.576,42500,0.294117647,2,0,12500,0
9500,7.143,47800,0.372384937,4,0,17800,0
10200,7.474,50900,0.410609037,4,1,20900,0
9800,7.292,49200,0.390243902,4,0,19200,0
11300,7.937,55300,0.457504521,5,1,25300,0
8100,6.586,42600,0.295774648,2,0,12600,0
10800,7.698,53000,0.433962264,5,1,23000,0
10600,7.613,52200,0.425287356,5,1,22200,0
9300,7.081,47200,0.36440678,3,0,17200,0
7100,6.152,38500,0.220779221,1,0,8500,0
8600,6.79,44500,0.325842697,3,0,14500,0
11000,7.815,54100,0.445471349,5,1,24100,0
10400,7.543,51600,0.418604651,4,1,21600,0
10800,7.696,53000,0.433962264,5,1,23000,0
8300,6.647,43100,0.303944316,2,0,13100,0
8600,6.762,44200,0.321266968,3,0,14200,0
8500,6.748,44100,0.319727891,3,0,14100,0
7600,6.372,40600,0.261083744,2,0,10600,0
